text,cluster_id
@AmazonHelp So not only did your delivery guy lied about how he delivered my package.. he also shot a free throw FTW! https://t.co/9MxV3bTBxg https://t.co/orONGaE24f,7
Very disappointed in @115830 not finding my house.. Everyone else has managed it!,1
.@AmazonHelp Where's the apology?  Where's the explanation for the failure in service?  We just go radio silent and hope no one calls us on it.,0
"The worst experience with @115850. 1st time they sent wrong product &amp; 2nd time they sent used product. See the dust &amp; stone in the sole, This is really pathetic..#disgusting https://t.co/g9rJ84QxEO",1
Amazon are playing with me again. Where's my shit?! 🙄,7
"Surprisingly my amazon.in account is hacked. @115851 @115850, how can our trust is reposed to your e-commerce site security? My credit cards and address  information were stored there 😢! My email was replaced by hacker's email id....",0
"@67239 
When can I return the product??? https://t.co/MMJxq3WNhf",1
"Why is @15710 season 1-6 on prime when i look online, but when I log into prime on my tv its not! help @AmazonHelp",10
missing a package that  states “handed to customer” yesterday at 23:12. Ive checked all round the outside of house and nothing?,2
I order things last week and not due til Thursday!!! Looks like coming from Germany!!,4
#@115850  -  Had a wonderful experience with customer service. They cannot schedule one pickup on the right address since friday.,1
.@AmazonHelp Are you guys having issues delivering items due to black friday? I have never had any problems with Amazon till today. I have a package that should be arriving today (Prime) but it's not even shipped yet?,7
Hey You... Wanna know something....!!!,5
what’s up with the prime delivery. It’s getting longer and longer. It’s like three days now!? Price up delivery longer 🤔,8
"When all you need to say is ""Alexa, play Christmas songs by Mariah Carey,"" you know you are in for a treat. Thanks, @116935 @115821 @152044 #Christmas #queenofchristmas",10
Hi! I have a problem with my pay method on my account.... It says 'Your account and orders are on hold' Can we talk on DM?,6
Tell me again #Amazon why I am paying for Prime? My last several orders have been delayed for one reason or another...grrr,8
Terrible customer service from @115830 today OMG. As far as I'm aware it looks like I'm put 60€..yay.... #terrible #complaint,1
@AmazonHelp @132995: No benefits of having a prime account :( when they will reschedule your 1 day delivery to 4 day!! Sad part!! https://t.co/eCusnysdYq,8
"My order no. 4__credit_card__
I don't get cash back amount 
@AmazonHelp Please look into this matter",0
"Hi I need to reset my password each time I try to enter my account. Amazon doesn't recognize it, though it is correct. Started happening since October",0
good morning I want to ask you a couple of things regarding a purchase I made..I ordered a ... https://t.co/pBrNRsoB1n,5
"can you pls stop harrowing your customers with your inefficient customer support
Order-  405-2025440-4171515 never got delivered, now saying I have refused order and going back. No response from ur team.cld customer support 7 times. Such a wastage of time and energy!",6
who trains the amazon delivery drivers? and why do they lie about their attempts at delivery?,7
"Love it when @115830 sends me an empty box.... thanks for that. On a serious note, where’s the content?",1
"Hi, @115850  What happened to Returns #: DcKf7mPPRRMA  and #: DcH3r2PCRRMA  They were returned more than a month ago. When will we get replacements",1
Dragging issue not resolving since 2 months. #Badexperience,5
"hi team, I returned a product but haven't got full refund (₹ 5 deducted don't know why) I had placed return request within 5 min of receiving the order",6
I hate that period when you get a brand new phone but you are waiting on your case and screen protector to be delivered from @115821 #GalaxyNote8 #newphoneshine,4
I've not received a parcel that's apparently been delivered?,4
"I just spent an hour with your customer service representative. You really are a sleazy, pathetic company.",6
hey guys. I need updates on my order. You havent charge me or send me the items. Its supossed to arrive today and have done nothing,4
"So apparently, Amazon has their own third party shipping service they use called AMZL that is complete garbage.... https://t.co/BBLtAi7ZmD",7
"very disappointed. Ordered something for BhaiDhuj 2 days ago and it is yet 2 b dispatched.
Nvr had such experience with you guys.",4
"lots of weird stuff has been happening to my account, something that I didn’t order has just been dispatched to my address and I’ve checked and my email has been changed twice without my knowledge of it whatsoever.",6
"hello there, who do I report spam/fraudulent emails to please? The email is clearly not from yourselves. Thank you",6
very poor helpline service,6
"Please tell me that my order is gonna be at my place tomorrow and not on Monday 😭
( 403-4231129-8257145 ) 
I don't wanna wait the whole weekend for iiiiit ☹️",4
"Hey, does Amazon normally fail to deliver on time, then ignore its customers?  Your so called ""Customer Support"" isn't working.",7
"So fecked off that a delivery driver has marked my Amazon packages as ""handed to resident"" at 11.57. I have been in all day. There is no card to say it's been left with a neighbour. Now Amazon want me to contact the carrier @AmazonHelp",7
"Another lie from @AmazonHelp @115830. I did NOT request ""the shipment to be delivered at a different date"", YOUR issue did. https://t.co/21x14k5ykD",7
I ordered this Dewalt strimmer on Oct 10th. STILL WAITING. You're customer service seems incapable of sorting out mess. Pls. Help! https://t.co/B7ZZwHr5RP,6
Please revert back to the old design on your website.,5
Sent back faulty headphone that I bought for my mother. USPS showed that the headphones were delivered back to the seller. Seller denies it. @115821 takes seller's word for it and won't give me my money back. What awful customer service.,6
Gotta start making my @115821 packages get delivered on Saturdays cause i got home today and the box was open fortunately got all my stuff,2
Well @115830 I have never in my life seen such bullocks on your delivery AND customer service. Thank you for wasting my day. #NeverAgain,1
"#amazonprimenow Son comes home from school at 6.30. Needs acrylic paints, brushes, pencils NOW. Sorted! Thank you",7
is there any way to rest the set wireless network on @128308 ? Or factory reset Without wireless remote ?,10
hi I ordered some things last week and the delivery person said the package wouldn't scan so wouldn't give it over. help please,2
shocking customer service payment taken twice and no one will acknowledge this saying it will go back in my account in 10 days was told it was an authorisation payment why could you take the full payment twice just to authorise it !!!,6
"The @128020 Experience on Amazon Music. Tune in NOW to stream new music and interviews with the band, your favorite U2 tracks, unheard performances and more. Ends 1st December: https://t.co/8pvxRbMrX8 https://t.co/GeGJqDdFVm",10
Really @115821 @101060 @9939 ??? What a waste of packaging! https://t.co/tCtjFlpdYx,9
"Dear team, please guide how to contact your customer care in case any doubt or need clarity before placing any order.",6
"Great customer service.
Got my order before 3 days. Just requested once for quick delivery and order delivered the next day.
@115850",1
"I have placed this order#
408-4489401-4973124 #408-1018801-1194712.They showing 15% cash back but didn't receive single rupee.#AmazonIndia",0
How can my friend and I share our purchased movies on Amazon without giving out the user name/password for our respective accounts?,3
if I have a complaint with an order being faulty how do I go about requesting this is looked in to please?,6
"Man, unbelievable problems with @115821 lately. One order this month missing still. Another arrived today ""expedited"" shipping, two-days late, and it's the wrong item.",1
"Buyer beware at @115821 
This is a brand new book I received today. I can’t give this as a gift.
While you’re at it, you could not deliver items in unmarked vans or uhaul trucks. Embarrassing.
@AmazonHelp https://t.co/DoYvHt3rjQ",7
"Order Id: 402-2935448-1046748

Delivery boy denied to deliver and using abusive language over phone.",2
Thanks @115821 my asrock motherboard got here a day early! 👍🏻 https://t.co/qnEAMXGSyC,1
When you get the shipping notification 10 minutes before your package is supposed to be delivered. @115821 #primefail,8
"@115850 @AmazonHelp @115821 six month over , did not get cashback , You are doing fraud in India @135979 @146956 @135789",0
Two deliveries this week that Amazon has let me down on. Both of them delayed. :(,7
I had placed order of boyson shoes(2 items)  but i recieved only one item as though paid for two items ORDER # 403-6545111-9571553 please contact me 7702913138  or __email__,6
"most disappointed! “Used 2 b” ur largest promoter, No more!",5
"#Amazon, I think your delivery costs are getting out of hand. Don’t think I’ll bother... https://t.co/4OUmMxX16y",7
Delivery charge for kindle edition? COD available too? How does that work @115850? https://t.co/TJJ6I5lbQK,3
the services of Amazon India's performance definitely not desired level. Not able to persuade their own sub vendor to respond,0
My @115821 echo alarm has been going off for 14 minutes now. Alexa will not listen to me. It’s driving me crazy how do I turn it off?!,10
When amazon says they “attempted” to delivery your package but you know they’re lying bcus you’ve been at home specifically to not miss it,7
Had placed order on 5 sep 2017. After 63 days also the team is trying to figure out where order is stuck.@115850,1
so much for the early delivery request after your fuck up on delivery yesterday! #AmazonLogistics are shit! Who knew #amazonprime next day delivery actually meant when we can be arsed to deliver it! #wastedweekend #poorservice #stillwaiting,7
There is a fake Facebook page using name of your company and it misleading people. https://t.co/75ooS1WhHX,5
"NOT HAPPY My order is supposed to arrive today, I received the order confirmation email, but I've just checked my order details to try &amp; see where it is &amp; it's not coming because the payment wasnt accepted!! I didn't get notified before so I didn't know to fix it https://t.co/rG3dVka4z5",4
I had an issue that customer services failed to sort yesterday. Then again today until someone called me. They left me on hold for 27 mins before I was cut off and now my chat option is stuck too as the advisor hasn't ended it,6
I waited in all day yesterday as a prime customer and no show on my items ..I have made 4 calls to customer service and at gone midnight last night I was told theyve been delivered ! They have not ! And now the supervisor hasn't rang me back ! This isn't good enough!,2
sick of delivery staff pressing intercom and walking off within 30 seconds.sounds exaggerated but happened yet again.i see him walk off on camera.linked to my phone so I answer even faster because I'm paralysed.,2
"Contact me on my mob no-9162865116,9572081449 for delivery problem's solution of @115850 order id:-407-1321496-4033902, by @149473 way bill:-69990296294 help me @24203 @AmazonHelp @118919",0
Its been 2 weeks since i filed my A to Z guarantee claim for the refund.. and no sign of any please give me my money 26K/- back @AmazonHelp,0
"Dear @119625 ,I wish u sort newest movies based on lang .  Thupparivalan,a new tamil movie is not listed at top when click 'See More'",5
Just got home from work and I got my package from Amazon but they sent me the wrong item 🖕🏼,7
"Hey, @115821... how exactly is Friday one day shipping? It’s Tuesday. 🤔 https://t.co/5WU0fkjDbb",4
URGH @115821 get your ish together.. how does a supervisor screw up so bad?????,1
@AmazonHelp thanks for nearly ruining my nans Christmas present surprise 🙃 brilliant idea to post things literally just as they are with no packaging around them especially at this time of year!!,7
Pathetic service by @115850 I was big fan of dm bt since last 2 months they hav become another Lala company where customer doesn't matter,1
Hey @115821 care to help me figure out why USPS could deliver a package today from somebody else but not YOUR package?,2
I love when @115821 says my package was delivered and only 1/7 things are at my doorstep,2
"@AmazonHelp Your #AMZL US delivery service is a catastrophe. In October. If uncorrected by the holidays, I’d short the stock.",7
"@115850 have prime membership. booked #samsungnote8 . should be delivered today but recieved message it will be late. it can,t happen as will be out of town n can nt recieve after today. @115851 @1840",8
"hello, I bought a phone with Amazon ads. Is there a way to get rid of them in the near future?",0
"My 2 packages of cookie mix came open &amp; leaking mix yesterday from my @115821 order, what should I do? https://t.co/DGCKWZKr5t",9
Fake product received from Amazon #bose speaker#@115851 #@115850 #@AmazonHelp # #@118342#help#Worst customer Experience #@115850 supporting fake sellers #@119341#404-2877796-4009925 OD I'd #Cheating Poor Customer #Stop buying from Amazon # https://t.co/yhubx3DpVj,0
"my mom loves Amazon shopping. Very good products , instant delivery and love prime features. So I kept a new name today! #amizaan",0
"Hi, when can we expect cashbacks of
Jio recharge (through Amazon Pay) 
Amazon Pay purchase?
Thanks :)",3
Waited all day for kid's costume to arrive 4 her disco tonight &amp; delivery driver said no one was in. Absolute BS. I'm furious @AmazonHelp,7
"Ordered a phone twice, never got it saying it was damaged in transit What a joke? Worst Service in India ever. @115851",1
you need to notify new users that the page numbers do not match up with the paper copies. it is extremely frustrating being a student and purchasing a novel just to find out I won’t be able to cite my pages properly. this also inhibits my ability to share quotes in,5
Gift with confidence this holiday season with #OprahsFavoriteThings https://t.co/Ae27Glcuki https://t.co/hA5dwPhIZk,5
"Returning item that didn’t arrive in time, got refunded for item that never shipped...what’s going on? Mbrshp isn’t cheap!?",6
Where the fuck is my package at Amazon I want my shit,7
you delivered a package without the game in &amp; your driver attempted to tape it up! What a joke! https://t.co/cD7W8iv7vO,2
"it'd be better if u use more environmnt frndly packaging,like @77405 or similar instead of plstic bubble cushioning.",9
needs to stop using @118706 for Prime delivery. Package expected today is now delayed by several days. Not sure how 1 was delivered but other delayed. You can either do 2 day shipping or you can't. Mostly you can't,8
"I am absolutely appalled at the way I have been treated, your service is disgusting! No one has taken my case on board to help me out. Am I being fobbed off?",6
Hi I would like to return my Logitech mx master 2s but the box is slightly damaged. Am I still able to return?,6
Damn Christine from @AmazonHelp really did me dirty on their customer support page. #TrashService,0
"@115821 the joys of @115821 using the @118706  
my mail room ended up being the local post office floor &gt; &gt;",1
please consider this feedback https://t.co/yqU1WBIyfC,5
Ya know @115821 and @UPSHelp dropping my package off at some location in town isn’t the same thing as delivering it.,2
no one is worried for the problems faced by customers...today DADAGIRI on online selling platforms @118341,1
@2150 #LaserShit Tracking says item delivered but it's not here. WTF?,4
lost part of my order and only refunded it. Don't you believe in companies doing something to make up for errors?,6
"I hav purchased product of rs5157 from @115850 entitling 15% Cashback on 9aug,17  but there is no Cashback till now @120692",1
"Unable to use Amazon app facing an issue, since last few days. https://t.co/GHoLnF8HMr",0
"Really glad I waited in all day for the Prime Delivery to not arrive. What kind of compensation do you offer?

@AmazonHelp",8
"Is there any confounded way of shutting off ""so-called"" X-ray which pops up when playing videos ?",10
"Returned an order of ₹689. Refund is partially done, although status says that refund started on Oct24.",6
And still waiting the amazon delivery. Supposed to be here by 8pm at the latest - I’m thinking it won’t arrive by then 😫,7
"Funny how “handed to resident” can mean anything but - ‘left on porch’ , or ‘hidden in nearby recycling bin’ are the most recent ‘handed to resident’ lies with  @115830 order deliveries #amazonUK #Amazon https://t.co/EWD30IBwRG",7
this is just a fraud company who doesn't refunds for the wrong product send by them by the third party,6
"pretty appalled to come home to 2 parcels in full view outside front door, especially as A. One contained 3 bottles of spirits and B. Upon checking my account apparently I signed for it - i was at the dentist at the time of delivery.",2
"Out of curiosity, do you often have trouble with preorder bonus codes? I haven't gotten my Amazon @117347 driver suit...",7
"So. Once again the @115830 driver can’t be bothered to leave my parcel in the safe place as instructed but left it in the garden instead. Month after month after month!!!!
Total joke!!",2
Come on @115830 so much package for one small box - already well packaged? #environment #ClimateAction https://t.co/BJbTGhuqUc,9
"Dear Amazon,I ordered a  phone case as a gift to someone and it turned out to be a bigger case than the phone(iPhone 7 vs 7 +) 1",3
"Can’t fault the delivery speed of @115830 but, c’mon! What’s going on with the excess packaging?!",9
I need your help ! My Order tracking ID 221207057578 delivery date 14th March. I had ordered as a guest and need the invoice of this order as my product is in warranty now and need to repair it. (__email__ / 8908038433 received @ Bangalore Manyata Tech Park),1
(1/2)Amazon has sent me a mail and SMS confirmation of my order no. 203118177484 but,0
"I love @115821, but the Kindle Fire Kids Edition and @115821 support of it is atrocious. @115851 should be embarrassed.",10
"hi, why has my order’s arrival been delayed by “a day or two”?",4
It's #CyberMonday! Don't forget that purchases you make through the @145869 program can help support FIRE. https://t.co/SVySk8PEts https://t.co/s9nKheDNx1,10
I changed the delivery dress on my order. one item is being shipped to me and the other has been sent to the old address???,4
When you can't write a negative review on @115830 because you never even received the order.,1
"Very Very Very bad experience with Amazon India, First they deliver the faulty products and then their policies are like that , the customer has to suffer for their faults. No co- ordination and follow up. Do u treat your customers like this ?",0
@115830 should I have received this by now? https://t.co/b5IFfASSKb,1
Why is there a limit to the number of copies of a book I can buy? I need to order 29 of a specific title and can only get 7.,5
What’s more fun than a sick baby? When someone steals your @115821 diaper delivery.,2
My purchase from @7197 of 39 hours ago was just delivered by @132668.  My @115821 purchase of 9 days ago ... still waiting.,1
"The look on @225394 face when she opened her birthday package I ordered from @115821 and it was EMPTY, her face left me traumatized.",1
every day for months i've been wanting to go through and update my amazon list but i figured i'd wait til it was closer to christmas but now its closer and i'm LAZY,7
I literally can't recall the last time an @115821 Prime order of mine was actually delivered in 2 days.,8
driver stealing my package https://t.co/ElkWj3OJFd;  takes 70 min. CS call to replace. @115851 - frustrating!,2
Amazon Music Unlimited登録してみた,10
Hey @115850  and @118702  could you please drop the price of @115858 iPhone SE so that I can buy? I just lost my new SE.. :(,1
".....your delivery service is a Disgrace ...stop telling us it's out for delivery ,waited fours days now ...😡",2
.@115821 @AmazonHelp should I expect receiving my order in this lifetime? https://t.co/kIHstcl8GU,0
"package needed for tmrw hasn't arrived even tho courier said it was posted. Rang, woman said she'd send it &amp; email me. No email",4
That moment when Amazon takes a picture of your package on your porch but it's not your porch and you didn't receive the package....,7
"Hey @115850 I have placed order 
Next Day delivery 
Can the delivery guy call in the morning around 10am",1
Thanks @115830 for delivering my parcel and not telling me and finding it a week later behind my wheely bin...,2
"i had given wrong   information 6 times from your cousmter support and no cashback has been reflected from your side as promise  .That what amazon stand for and thats who making amazon ""apni dukan""  shop with no commitment and no tusrt",0
"Hello Team, Return order request has not been done yet. Please help. Urgent..",6
Dear @115830 no one came to collect my returns parcel as arranged today......,1
Couldn't figure out what I ordered. @115821 I don't think you wasted enough cardboard on these batteries. https://t.co/7NUfeaeGIY,1
I ordered a shopper trolley a couple weeks ago &amp; post office said it was delivered but I never got it. Help :(,4
So the @115766 Standard plus edition on PS4 doesn't actually come with a strategy guide as advertised by @115830 @AmazonHelp thanks!,10
"Placed order but the seller is suspicious he may be doing fraud as they provide same shipping details to all , i'm alerting you invistigate and suspend seller account for more details check DM.",6
@115850 @115851   Order No 408-4518299-4858739 Payment has been deducted from my card. I need the delivery of the product by tomorrow as it’s a gift for my daughters bday. Can somebdy pls let me know the delivery status &amp; provide appropriate info pls. Sanjeev Jha,1
@65760 one side of the headset has stopped working.. Purchased in mid aug from @115850  Unable to connect service centre ???,1
Are you getting busy already for Christmas? Placed two casual orders for same-day delivery this week &amp; both get delayed 4 next day,4
This crap of not boxing items for delivery is complete BULLSHIT @115821 And yes this was Sold by &amp; Fulfilled by Amazon.,7
Disappointed I won’t be getting my laptop I ordered from @115830 👍🏻,1
Why your delivery men don't carry a POS machine? Not every one has cash everytime.,2
"Ah ffs @115830  pre-ordered @205230 back in August, and now I'm told it's out of stock! You had one job to do! Make orders = stock",1
"complained to @115850 about damage products in #Pantry order, No respons from @AmazonHelp even aftr a week! @115821 US replies wthin hours",0
hi. Just received a notification that my package is damaged and ‘undeliverable’. Was told to contact you. Help!,6
"hi I got this email, I never ordered this https://t.co/Uf0Y2hQdID",6
Hey @AmazonHelp my package that was guaranteed to arrive on Sunday has been delayed 3 times and now there is no eta on my delivery. What is going on?,4
I love you for giving me a french copy of the pokemon ultra sun and moon bundle but a German would have been better because I live in Germany maybe next time guys https://t.co/SIsjYI7Ms1,5
"A2Z claim filed but I still worry about loss and don't see 
satisfactorily progress.have shared pictures of packing also.@115850 https://t.co/2re7FlhD2p",9
Lesson of the week : #FulfilledByAmazon means probably as likely to be delayed as with anyone else on there (if not delayed even longer) @115830 @115821,5
this is unfair. If I buy something from a trusted e-commerce provider like you then why I have to visit some brand store for manufacturing defect? Don't you guys are responsible to replace it?,6
my package was out for delivery today. Now it’s set for tomorrow. Being Prime doesn’t seem to matter,8
Come on @115821 - is ALL of this packaging really necessary?? What about the trees! https://t.co/JYAEpOMx53,9
"ordered Samsung earphones on 1st Nov, haven't received it till now. Disappointing service
od#- 405-8785046-8167544

#badservice",1
"2 out of 3 Prime deliveries today, delayed!
And you’re about to charge me for subscription. #bollocksyouare! #fail",8
All I want is a full refund in my account for something that I am returning (Unopened package) @AmazonHelp I've done it before &amp; the rep is just going on about giving me hard time on a Full refund. I shouldn't have to sit here for this long.,0
"Hi @115830, can we gift Prime membership in UK? They show a Gift of Prime voucher in the US. Would suit some elderly relatives very well.",3
Looks like I’ll be going home disappointed again. Amazon Logistics having a stinker this week. 😔,7
You seriously aren't doing any favors for @115821. I have spent hours on the phone trying to resolve the simplest damn things. #Amazon do you think that you are the only place that sells things? Bc you aren't. #BoycottAmazon.,0
how do i get help on an order not turned up? Emailed seller three times no response,6
"every time, drivers leave a lote that they cant acces the building. I call amazon logistics and they cant' solve a shit.",7
"Have always been so satisfied with my service from https://t.co/8VsnTB7uwF. I have however found a flaw in the system as I have called Amazon directly as well as made multiple attempts to vendor, all with zero resolution.",0
my order no 403-2881035-1260303 shown delivered but yet to reach me.,1
it's high time your people are just wasting my time and fooling me. The bottom line is Amazon India had put wrong information about the product,0
It has now happened twice that I have not received any call and this email comes? Are you guys for serious? https://t.co/0jvKdhu79n,6
"it's been 3 times and now I find it too hard to trust you on my money. I mean how hard it is to credit the cashback to my amazon pay balance, if I am eligible for it. Awful service.",0
Your pick-up boys do not give acknowledgment slips. How to track the returns which are not updated in the system?,6
didn't deliever on time for once and I'm pissed! 99% success rate is unacceptable! Where's my store credit?!,1
I orderd a prodct and prepaid for it n it ws  GIFT N It got canclled without any info.Nw I m gonna struggle for my money .this is pathetic,6
. @115821 I am a prime member 3 days later still no shipment... when you promised in 2 .. radar up for medications in future 👎 ? No.,8
"Not once but twice @115821 has apparently ""Lost"" my package. Same exact items. Same exact excuse. Should I just cancel my prime? Apparently, your team no longer delivers to Toronto.",8
Ver Thursday Night Football EN VIVO por https://t.co/6GP86l3E1e este jueves. #TNFonPrimeVideo https://t.co/AVaRInzCEd,5
Not sure who is at fault but I can't get enable my @27690 smart plug to my @115833 and it's a pain. Please help? https://t.co/Mml9LbOZBN,10
logistics are terribly unreliable. Now I can't even choose office delivery &amp; be sure someone will be there when the guy arrives...,2
"Well played, @116316. Well played. 😂 #Amazon #Google #GoogleHome https://t.co/1uKRpWLqZ8",10
I came across a seller on Amazon scamming people. Charging restocking fee on defective products for refund.Makes me angry!!!,0
"question. When an office address is provided, why do delivery guys not a) come to the office to deliver the packages and/or b) leave said package with office reception/security if one is not in? So many times this happens!",2
"Hi! I made two orders, one qualified for free shipping + the other I had to pay £2.99 for, yet they've just arrived together",4
"Thank You @134682 for carefully delivering my Mirror, MARKED FRAGILE, from @AmazonHelp today. https://t.co/9YW4eRQoIY",7
Thank you @115821 for a great #CustomerService experience today. Quick and painless.,1
Great service from @115830 ☺ Got my delivery a day early than expected,1
@115830   Unbelievable. Amazon warehouse 5 mins from home. 15hr delivery slot given. Not turned up! Apparent failed delivery attempt at 7.38pm. I WAS HOME..dont think so. Not good enough Amazon Prime! 😡 fuming,7
"how can I contact local amazon in Chandigarh, ny delivery is held as I was not available to receive the package.",7
I want to know why you make fool and stupid to costmer is it your company policy or you guys like it..,5
"Amazon, bit of advice for you don’t say an item will be delivered on the day until it’s on a delivery van #TopTip #AmazonUK https://t.co/E9PyheIN9W",7
in house courier are awful. Wished they used @122232,1
hello do u deliver books to SAUDI Arabia if ordered?,4
you betrayed me and my amazon prime order isn’t coming today and I needed my order too,7
"had 2 messages yesterday and this morning saying my parcel couldn’t be delivered, I’ve been sat in the whole time and not one knock at the door. What’s that all about??? 🤷🏻‍♀️",2
just had an email to say 1st delivery attempt 17.12 and failed. I'm literally sat in my house all lights on. No knock no nothing.,2
Is @116618 compatible with @5525? Thanks,1
My account has been hacked and e-mail support aren't helping me. Account e-mail/password has changed so can't log in. Help?!,6
my account was hacked and the email was changed. How do I go about solving this?,6
Can someone at @115821 tell me why only 1 of them shipped when i ordered literally minutes apart and the 1st one ordered is the 1 that hasnt https://t.co/OGPQ1DL7KC,1
I’m trying to reset my US  purchased Echo to English(India) and it keeps saying unavailable saying an update will be available in 24 hours,10
"Worst exp with any online wallet so far. Tried to add Amazon Pay Balance 2 times , both failed however charged twice from bank !!",0
what is the difference between the echo dot and the echo?? Tempted to get one of them in the black friday sale but not sure how to use it.,10
"@115821 @131283 My order # 408-6523264-4625904 says delivered, but never received it. Called Cust Care thrice, but no help.",1
I’ve read a lot of good #CustomerService stories of @115850. I wonder where all that empathy goes when it’s my turn. 🤔,1
you have given me a laugh but I ordered a hypo kit for my daughter and you chose to send it in this!!! Hopefully am a few years away yet. Nearly didn’t open it!! Extra Plus too! 🙈😳 https://t.co/8vBgW6sf6q,5
delivery attempt??? I WAS HOME!! So annoying,2
"Order date13-Nov-2017
Order #408-8397182-2073958 Courier boy delivered at wrong add in place of mine. My good luck that gentle man who recd courier called me 2collect it frm his address. But what is trust and reliability of Amazon delivery If such blunders happening ??",7
having problems with my echo and not getting responses to my emails.,6
is there anywhere I can make a suggestion for a better customer service experience?,6
When the @115821 delivery person gives no shits about leaving packages in clear easy-to-steal view https://t.co/AVY1MmISPE,2
"If I am still on my 30 day free trial, can I cancel and use this deal??",3
"hi I need a product urgently on same-day delivery but the option is not showing, how do I get it?",4
Hey @AmazonHelp . Your site says my stuff is in my mailbox and it most certainly is not. Your guys don't scan early do they? Cause if not we have a problem. https://t.co/WEly6TvPHi,7
Seriously disappointed in Prime service for prime eligible orders. Trust is going down on you amazon.😐,8
"@115833 Getting an error when trying to add india specific skill.

Can you help? https://t.co/v8VW2ZsQB6",10
"I just send in a product review for the Echo, criticising it and you've emailed me back for me to ring you to suspend my account.

WTF?",6
Amazon prime now is 22 minutes past their two hour delivery window. 😡,8
always good to be told that i’ve “failed” by customer service when Amazon have failed to deliver something on time! https://t.co/E0VRhGuXGB,7
".@115821 ... Guess I'm keeping the extra box you shipped me today. 

No place in your system to ""advise you that I received someone else's shipment"".

TSK TSK TSK",1
Amazon India cheated me by charging money for a product never delivered!! Are you fine with that???!!! Can you sleep? @121927,0
"it looks like my mp3 cart problem is finally fixed somehow, thank you.",10
you’ve sent the wrong book and after looking @ your returns policy apparently I have to pay for it to be sent back.... is this correct???,6
please don't use @122924 to deliver any parcels.....  Ever.... Another expected delivery gone missing 😤,2
"want to cancel the order, already paid but whats the use if it is going to take more than 10 days to deliver? So how to do it?",6
"I was just charged for something by @115821 I never signed up for.

What is going on?

@AmazonHelp",0
"@118702 @381335 @118342 
Harassment by @115850, clearly agree that order difference is 1236 and pay only 860.",1
I was due to receive my parcel on Thursday and been pushed back to today! Can you confirm it will be arriving today!,4
Alexa app on Android platform is very slow..,10
ordered an item monday night via prime next day delivery. Was due to be delivered today but it has not even been dispatched....,4
I ordered this Ken Griffey Jr Biography off @115821 and just got this in the mail instead 🤨 https://t.co/wUUGG1U0Bk,5
The German subtitles in @116618 are translating 'you' with the formal 'sie/ihnen' super wired..,5
can you track a parcel more precisely than me? I just want to know if it’s going to come today so I can let my neighbour know,4
WTF!  Why would you ship my purchase like this!!!  It was a gift #failed . https://t.co/jwZolTm5Pz,9
To whoever stole my Amazon package; I sincerely hope you enjoy my curly hair shampoo you stupid fuck. IDK WHO YOU GONNA GIFT THAT TO YOU XMAS THIEF,7
how come it says 3 items delivered but on shipment it only shows the 2 that's I have and not the 3rd that isn't here https://t.co/6VTqtsdWWC,4
"I have just installed Fire stick and connected to wifi and just getting message saying ""We are currently unable to contact our servers"". Any advice?",10
"2nd gen #AmazonEcho products installed. Definitely more aesthetically pleasing. So far less reliable activation term. Like the #echoShow, the vid’ intercom is cool as well as @136279 &amp; @98789 integration #smarthome #IoT @115833 https://t.co/6hZlVftk61",10
3rd order that has been “lost” when being delivered using your delivery service. Chat and phone support was useless.,6
you suck for charging my card $190 and refusing to reverse the charge when no order for anything was placed!!!,6
@AmazonHelp I am really dissappointed by fake promises of refunding money from amazon.I have proofs but amazon didn't do anything.,0
"@115830 waited in all day for parcel now by all accounts Hermes tried delivery at 1minute before the deadline, absolute lie. (No calling card) Amazon why do you use these people, waste of a day. Now will I have to wait another day?",7
Wish this Diwali @115850 provided us with smooth and hassle less payment options. Not done. @115821 @AmazonHelp,0
"When @115821 changes your delivery date from today by 8pm, to WE DON'T KNOW MAYBE IN A COUPLE OF DAYS!?? When it's 8:01... fuck off.",4
"Hey @233306 and @115833, I had to reconfigure a room in the Hue app that was already attached to Alexa. Now all of my Hue scenes are duplicated in the Alexa app and this is screwing up my Alexa routines! How do I fix this?",10
"https://t.co/xfsW6abgca

Detergent bars in place of a Phone. Duped by Amazon India.",0
"I scraped off my claim code on my gift card, but now I can't tell code.  Is there a way I can still take advantage of my card??",3
annoyed that i can’t gift someone KindleUnlimited in India. Why @115850?,3
"Another @115821 package getting delivered by @118706 means I won't be getting it on time. In fact, it might be lost, like last time!",1
please could you assist me? been waiting 3wks for a refund which apparently takes 5 days.emails off 10ppl still waiting!...,6
another item never delivered as promised next day cand get order no until delivered no point on paying for service pure crap,4
"hello, my prime account got blocked. no apparent reason and no instructions to fix. waiting on an urgent package.",8
"Sometimes I wonder why the hell does @115821 take days, sometimes a week to ship something! Stuff I ordered last week that haven’t shipped!",4
"Can't wait to have Alexa in the family 
😍

@115850 https://t.co/XKUmzdAvOo",10
"You seem to make it a habit of not delivering on time, then messaging to say delivery attempted, then calling on voice mail because you know delivery wasn't attempted. Maybe easier to deliver on time rather than go round in circles and lies #justsaying @AmazonHelp",7
"Playing the fun game of will or won't my @115821 package so up. 
I swear, I have more issues than I don't.",1
"予約しました！

Room to Dream: A Life in Art Canongate Books Ltd https://t.co/F2pzu8GMep @116313さんから",5
